customerID,gender,senior_citizen,dependents,tenure,contract,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,payment_method,app_usage_min_per_week,complaint_count_6m,satisfaction_rating,engagement_score,churn,tenure_bucket,monthly_charges_bin,churn_flag
CUST01536,Male,0,Yes,47,Month-to-month,Fiber optic,Yes,No,Yes,125.68,5918.9,Credit card (automatic),122,5,9,0.595,No,25-48,High,0
CUST01537,Male,0,Yes,24,Month-to-month,No,Yes,No,No,124.02,3001.76,Bank transfer (automatic),558,0,9,0.945,No,7-24,High,0
CUST01538,Female,0,No,14,Two year,DSL,No,Yes,Yes,107.4,1526.16,Bank transfer (automatic),177,0,8,0.574,No,7-24,Med-High,0
CUST01539,Male,0,Yes,28,Month-to-month,DSL,Yes,No,No,125.16,3520.4,Electronic check,349,0,9,0.74,No,25-48,High,0
CUST01540,Female,0,No,19,One year,DSL,Yes,No,No,64.22,1268.54,Mailed check,187,0,8,0.525,No,7-24,Med-Low,0
CUST01541,Female,0,Yes,29,Month-to-month,Fiber optic,No,Yes,No,109.85,3216.19,Credit card (automatic),45,1,5,0.194,No,25-48,Med-High,0
CUST01542,Female,0,No,14,One year,Fiber optic,No,Yes,Yes,75.56,1069.02,Credit card (automatic),473,0,5,0.676,No,7-24,Med-Low,0
CUST01543,Male,0,Yes,33,Month-to-month,DSL,No,No,No,130.29,4328.96,Mailed check,184,1,6,0.493,Yes,25-48,High,1
CUST01544,Female,0,No,28,Month-to-month,DSL,Yes,No,No,51.73,1447.7,Mailed check,242,0,10,0.767,No,25-48,Med-Low,0
CUST01545,Male,0,Yes,66,One year,Fiber optic,Yes,Yes,No,80.44,5348.23,Credit card (automatic),319,0,5,0.549,No,49+,Med-Low,0
CUST01546,Male,0,No,66,Month-to-month,Fiber optic,Yes,No,No,59.59,3932.66,Mailed check,59,0,9,0.405,Yes,49+,Med-Low,1
CUST01547,Female,0,Yes,58,Month-to-month,DSL,No,No,Yes,90.83,5278.03,Credit card (automatic),42,0,3,0.284,No,49+,Med-High,0
CUST01548,Male,0,Yes,54,One year,Fiber optic,No,No,No,129.45,7033.61,Bank transfer (automatic),148,4,7,0.379,No,49+,High,0
CUST01549,Male,0,Yes,4,Two year,No,No,Yes,No,25.38,92.17,Electronic check,240,4,2,0.33,No,0-6,Low,0
CUST01550,Female,0,Yes,18,Month-to-month,Fiber optic,Yes,Yes,Yes,126.32,2319.32,Credit card (automatic),197,0,1,0.16,No,7-24,High,0
CUST01551,Male,1,No,13,Month-to-month,No,Yes,Yes,Yes,53.59,686.77,Mailed check,424,0,8,0.776,No,7-24,Med-Low,0
CUST01552,Male,1,Yes,72,One year,DSL,Yes,Yes,No,92.95,6707.7,Mailed check,537,0,3,0.535,No,49+,Med-High,0
CUST01553,Male,1,No,0,Two year,Fiber optic,No,Yes,Yes,111.38,106.92,Bank transfer (automatic),312,1,10,0.779,Yes,0-6,Med-High,1
CUST01554,Female,0,Yes,36,One year,No,No,Yes,Yes,86.56,3152.38,Credit card (automatic),8,0,7,0.38,No,25-48,Med-High,0
CUST01555,Male,0,Yes,34,Month-to-month,Fiber optic,No,Yes,Yes,66.97,2325.41,Credit card (automatic),102,3,8,0.426,Yes,25-48,Med-Low,1
CUST01556,Female,0,Yes,29,Two year,Fiber optic,Yes,No,Yes,45.52,1326.31,Credit card (automatic),474,0,6,0.779,No,25-48,Low,0
CUST01557,Male,0,Yes,17,One year,DSL,Yes,Yes,No,31.92,581.38,Bank transfer (automatic),291,0,2,0.422,No,7-24,Low,0
CUST01558,Female,0,No,28,Month-to-month,DSL,Yes,No,No,88.95,2482.13,Bank transfer (automatic),83,0,3,0.182,Yes,25-48,Med-High,1
CUST01559,Female,0,No,11,Month-to-month,DSL,Yes,Yes,No,42.9,481.11,Credit card (automatic),529,1,2,0.587,No,7-24,Low,0
CUST01560,Female,0,Yes,16,Month-to-month,Fiber optic,No,No,Yes,55.39,931.99,Bank transfer (automatic),259,2,5,0.547,Yes,7-24,Med-Low,1
CUST01561,Female,0,Yes,70,One year,Fiber optic,Yes,No,No,37.92,2668.69,Bank transfer (automatic),312,0,3,0.487,No,49+,Low,0
CUST01562,Female,0,No,40,Month-to-month,No,No,No,Yes,85.53,3446.18,Mailed check,454,0,8,0.697,Yes,25-48,Med-High,1
CUST01563,Male,1,Yes,38,Two year,Fiber optic,Yes,No,No,113.33,4314.56,Mailed check,427,0,9,0.747,No,25-48,Med-High,0
CUST01564,Female,0,Yes,21,Month-to-month,DSL,Yes,Yes,Yes,57.93,1221.92,Credit card (automatic),257,1,2,0.287,No,7-24,Med-Low,0
CUST01565,Male,0,No,26,Month-to-month,No,Yes,No,Yes,139.34,3643.76,Electronic check,363,1,1,0.374,Yes,25-48,High,1
CUST01566,Female,0,No,62,One year,Fiber optic,Yes,Yes,Yes,127.15,7886.83,Credit card (automatic),528,1,5,0.783,No,49+,High,0
CUST01567,Female,0,Yes,40,Two year,DSL,No,Yes,No,100.36,4063.06,Credit card (automatic),514,4,5,0.7,No,25-48,Med-High,0
CUST01568,Male,0,Yes,40,Month-to-month,DSL,Yes,Yes,Yes,129.87,5217.06,Bank transfer (automatic),108,0,9,0.454,Yes,25-48,High,1
CUST01569,Female,0,Yes,64,Month-to-month,Fiber optic,No,Yes,No,126.8,8115.7,Bank transfer (automatic),36,0,10,0.494,No,49+,High,0
CUST01570,Female,0,No,12,One year,Fiber optic,No,No,No,92.2,1102.95,Electronic check,48,0,7,0.317,No,7-24,Med-High,0
CUST01571,Male,0,No,43,One year,Fiber optic,Yes,Yes,No,67.84,2912.92,Electronic check,64,0,8,0.388,Yes,25-48,Med-Low,1
CUST01572,Female,0,No,71,Two year,Fiber optic,No,Yes,Yes,12.05,878.19,Bank transfer (automatic),572,2,4,0.671,No,49+,Low,0
CUST01573,Male,0,Yes,5,Month-to-month,Fiber optic,No,Yes,No,143.48,755.95,Mailed check,523,0,7,0.692,No,0-6,High,0
CUST01574,Female,0,Yes,35,Month-to-month,No,No,Yes,Yes,55.48,1940.56,Electronic check,151,0,5,0.435,No,25-48,Med-Low,0
CUST01575,Female,0,No,36,Month-to-month,Fiber optic,Yes,No,No,44.06,1635.14,Mailed check,219,0,5,0.444,No,25-48,Low,0
CUST01576,Male,0,No,23,One year,DSL,No,No,Yes,120.0,2801.12,Mailed check,491,0,9,0.899,No,7-24,High,0
CUST01577,Male,1,No,63,One year,No,No,No,Yes,112.37,7085.78,Electronic check,343,0,5,0.493,Yes,49+,Med-High,1
CUST01578,Female,0,No,71,Month-to-month,No,No,No,Yes,149.05,10588.21,Credit card (automatic),342,0,9,0.812,Yes,49+,High,1
CUST01579,Male,0,No,24,Month-to-month,No,No,Yes,No,38.8,932.08,Bank transfer (automatic),42,0,9,0.529,No,7-24,Low,0
CUST01580,Female,0,Yes,10,Month-to-month,Fiber optic,No,Yes,No,63.33,640.17,Electronic check,282,4,6,0.48,Yes,7-24,Med-Low,1
CUST01581,Female,0,No,17,Month-to-month,No,No,Yes,No,134.18,2281.56,Credit card (automatic),152,3,7,0.488,Yes,7-24,High,1
CUST01582,Male,0,Yes,26,Month-to-month,Fiber optic,No,No,Yes,85.33,2266.0,Mailed check,306,0,2,0.266,No,25-48,Med-High,0
CUST01583,Male,1,Yes,48,Two year,Fiber optic,Yes,Yes,No,51.55,2502.09,Electronic check,258,0,7,0.66,No,25-48,Med-Low,0
CUST01584,Male,0,No,43,Month-to-month,Fiber optic,Yes,No,No,32.11,1408.2,Credit card (automatic),546,1,10,1.022,Yes,25-48,Low,1
CUST01585,Female,0,No,69,Month-to-month,Fiber optic,No,No,No,79.17,5477.95,Electronic check,340,4,4,0.564,No,49+,Med-Low,0
CUST01586,Male,0,No,58,Month-to-month,DSL,No,No,No,118.41,6907.13,Mailed check,578,1,7,0.83,No,49+,High,0
CUST01587,Male,0,No,4,Month-to-month,Fiber optic,No,Yes,No,130.3,524.61,Mailed check,464,0,1,0.372,No,0-6,High,0
CUST01588,Male,1,No,12,Month-to-month,No,No,No,Yes,59.63,727.23,Bank transfer (automatic),398,2,7,0.593,No,7-24,Med-Low,0
CUST01589,Female,0,Yes,53,Month-to-month,DSL,Yes,Yes,No,97.07,5136.06,Bank transfer (automatic),22,0,2,0.203,Yes,49+,Med-High,1
CUST01590,Female,0,No,34,One year,DSL,Yes,Yes,Yes,102.18,3496.37,Electronic check,518,0,6,0.683,No,25-48,Med-High,0
CUST01591,Female,0,No,69,Month-to-month,Fiber optic,No,Yes,Yes,121.25,8381.45,Bank transfer (automatic),568,4,8,0.843,Yes,49+,High,1
CUST01592,Female,0,No,56,One year,Fiber optic,No,No,No,100.25,5660.02,Bank transfer (automatic),490,0,10,0.848,Yes,49+,Med-High,1
CUST01593,Male,0,Yes,36,Month-to-month,Fiber optic,Yes,Yes,No,85.2,3113.12,Mailed check,265,1,10,0.749,Yes,25-48,Med-High,1
CUST01594,Male,0,No,66,One year,DSL,No,No,Yes,30.51,2047.45,Bank transfer (automatic),523,0,8,0.907,No,49+,Low,0
CUST01595,Female,0,No,47,Month-to-month,DSL,No,Yes,No,29.8,1427.68,Mailed check,315,0,3,0.381,No,25-48,Low,0
CUST01596,Male,0,No,13,Month-to-month,Fiber optic,Yes,No,Yes,135.82,1811.85,Electronic check,50,0,4,0.194,Yes,7-24,High,1
CUST01597,Male,0,No,44,Month-to-month,Fiber optic,Yes,Yes,Yes,72.05,3195.3,Bank transfer (automatic),450,0,5,0.684,No,25-48,Med-Low,0
CUST01598,Female,1,No,55,Month-to-month,DSL,Yes,No,Yes,37.71,2086.43,Credit card (automatic),177,0,3,0.271,No,49+,Low,0
CUST01599,Female,0,No,19,One year,DSL,No,No,No,103.19,1975.62,Bank transfer (automatic),525,2,2,0.485,No,7-24,Med-High,0
CUST01600,Female,0,Yes,32,Month-to-month,DSL,No,No,Yes,75.46,2464.37,Mailed check,369,2,1,0.436,No,25-48,Med-Low,0
CUST01601,Male,0,Yes,26,Two year,Fiber optic,No,No,No,99.13,2615.55,Bank transfer (automatic),587,2,8,0.934,Yes,25-48,Med-High,1
CUST01602,Female,0,Yes,55,Month-to-month,Fiber optic,No,No,Yes,38.04,2111.32,Electronic check,466,0,2,0.415,Yes,49+,Low,1
CUST01603,Female,0,No,13,Month-to-month,Fiber optic,Yes,No,No,135.69,1798.61,Credit card (automatic),456,0,3,0.583,No,7-24,High,0
CUST01604,Female,0,No,20,Month-to-month,No,Yes,No,Yes,14.87,296.94,Mailed check,415,0,10,0.778,Yes,7-24,Low,1
CUST01605,Male,0,No,5,One year,Fiber optic,Yes,Yes,Yes,31.29,189.94,Credit card (automatic),136,2,5,0.387,Yes,0-6,Low,1
CUST01606,Male,1,Yes,6,Month-to-month,Fiber optic,Yes,Yes,Yes,143.83,868.62,Mailed check,324,1,2,0.429,Yes,0-6,High,1
CUST01607,Female,0,Yes,51,Month-to-month,Fiber optic,Yes,Yes,Yes,92.49,4761.61,Credit card (automatic),438,0,1,0.404,No,49+,Med-High,0
CUST01608,Male,0,Yes,8,One year,Fiber optic,No,No,No,125.3,1011.08,Credit card (automatic),228,0,8,0.587,No,7-24,High,0
CUST01609,Male,0,No,43,One year,Fiber optic,No,No,Yes,116.78,5052.14,Bank transfer (automatic),310,0,9,0.772,No,25-48,High,0
CUST01610,Male,0,No,0,One year,Fiber optic,Yes,Yes,Yes,140.28,170.13,Bank transfer (automatic),40,3,10,0.531,No,0-6,High,0
CUST01611,Male,0,No,26,Month-to-month,Fiber optic,Yes,Yes,No,122.27,3224.18,Credit card (automatic),268,0,3,0.337,Yes,25-48,High,1
CUST01612,Female,0,No,30,Month-to-month,Fiber optic,Yes,No,No,140.77,4241.96,Credit card (automatic),276,0,2,0.287,Yes,25-48,High,1
CUST01613,Male,0,No,38,One year,Fiber optic,Yes,No,No,112.13,4278.16,Credit card (automatic),391,1,6,0.696,Yes,25-48,Med-High,1
CUST01614,Male,0,Yes,66,Month-to-month,Fiber optic,Yes,Yes,No,72.24,4801.05,Mailed check,362,3,5,0.476,No,49+,Med-Low,0
CUST01615,Male,0,No,66,One year,DSL,No,No,No,107.49,7094.64,Mailed check,166,3,4,0.25,No,49+,Med-High,0
CUST01616,Female,1,No,58,One year,DSL,No,Yes,No,100.28,5857.48,Credit card (automatic),170,2,10,0.554,No,49+,Med-High,0
CUST01617,Female,0,Yes,63,Month-to-month,No,Yes,No,No,40.04,2520.54,Electronic check,383,1,10,0.765,Yes,49+,Low,1
CUST01618,Male,0,No,63,Two year,Fiber optic,Yes,No,Yes,56.57,3561.3,Bank transfer (automatic),305,0,5,0.431,Yes,49+,Med-Low,1
CUST01619,Male,0,No,46,One year,No,No,Yes,No,82.61,3817.74,Mailed check,268,0,3,0.348,No,25-48,Med-High,0
CUST01620,Female,0,No,15,Month-to-month,No,Yes,Yes,Yes,96.75,1450.61,Electronic check,354,2,9,0.797,Yes,7-24,Med-High,1
CUST01621,Male,0,Yes,36,Month-to-month,Fiber optic,Yes,Yes,No,20.37,746.56,Bank transfer (automatic),191,0,1,0.218,No,25-48,Low,0
CUST01622,Male,0,Yes,6,Month-to-month,No,No,No,No,141.2,894.44,Electronic check,192,2,2,0.175,Yes,0-6,High,1
CUST01623,Female,0,No,22,Month-to-month,Fiber optic,No,No,No,29.72,687.36,Bank transfer (automatic),57,0,4,0.316,Yes,7-24,Low,1
CUST01624,Female,0,No,72,One year,Fiber optic,Yes,No,Yes,117.88,8483.14,Electronic check,538,0,6,0.802,No,49+,High,0
CUST01625,Male,0,Yes,22,Month-to-month,Fiber optic,Yes,No,No,14.62,332.73,Electronic check,230,0,9,0.608,No,7-24,Low,0
CUST01626,Female,0,No,50,Two year,Fiber optic,No,Yes,No,13.16,672.43,Mailed check,372,0,2,0.444,No,49+,Low,0
CUST01627,Female,0,Yes,54,One year,DSL,Yes,No,Yes,112.57,6083.56,Mailed check,182,3,2,0.304,Yes,49+,Med-High,1
CUST01628,Male,0,Yes,8,Month-to-month,No,No,No,Yes,140.06,1138.67,Mailed check,367,4,1,0.372,No,7-24,High,0
CUST01629,Female,0,Yes,33,One year,DSL,No,Yes,No,61.94,2073.66,Electronic check,63,2,4,0.257,No,25-48,Med-Low,0
CUST01630,Male,0,No,59,Month-to-month,No,No,Yes,No,118.98,7043.81,Mailed check,482,0,8,0.841,No,49+,High,0
CUST01631,Female,0,Yes,39,Two year,Fiber optic,Yes,No,No,140.84,5522.84,Bank transfer (automatic),43,4,4,0.326,Yes,25-48,High,1
CUST01632,Female,0,Yes,37,Month-to-month,DSL,No,No,No,10.68,429.42,Bank transfer (automatic),441,0,9,0.875,Yes,25-48,Low,1
CUST01633,Female,0,Yes,1,Month-to-month,Fiber optic,Yes,No,No,139.48,171.25,Credit card (automatic),204,0,1,0.174,No,0-6,High,0
CUST01634,Female,0,Yes,0,One year,No,Yes,No,No,115.88,138.29,Credit card (automatic),153,0,10,0.71,Yes,0-6,High,1
CUST01635,Male,0,No,34,One year,No,No,No,Yes,88.02,3007.27,Mailed check,54,2,2,0.204,Yes,25-48,Med-High,1
CUST01636,Female,1,Yes,10,Two year,Fiber optic,No,Yes,Yes,64.58,646.66,Electronic check,247,0,1,0.32,No,7-24,Med-Low,0
CUST01637,Female,0,Yes,23,Month-to-month,No,No,No,Yes,65.7,1533.14,Electronic check,332,1,9,0.816,No,7-24,Med-Low,0
CUST01638,Female,0,No,20,Month-to-month,Fiber optic,No,Yes,Yes,109.16,2207.26,Mailed check,310,0,9,0.757,No,7-24,Med-High,0
CUST01639,Male,0,No,10,Month-to-month,DSL,Yes,No,Yes,16.36,180.04,Electronic check,150,0,4,0.322,No,7-24,Low,0
CUST01640,Male,0,No,47,Month-to-month,Fiber optic,No,Yes,Yes,147.79,6938.92,Mailed check,375,1,8,0.618,No,25-48,High,0
CUST01641,Male,0,No,14,Month-to-month,DSL,No,Yes,No,124.88,1783.79,Bank transfer (automatic),484,0,10,0.898,No,7-24,High,0
CUST01642,Female,0,Yes,71,One year,Fiber optic,Yes,No,No,37.68,2716.77,Mailed check,329,1,5,0.622,Yes,49+,Low,1
CUST01643,Male,0,No,39,Two year,DSL,Yes,Yes,No,21.28,842.35,Credit card (automatic),141,0,4,0.385,Yes,25-48,Low,1
CUST01644,Female,0,Yes,63,Month-to-month,Fiber optic,Yes,No,Yes,146.33,9219.69,Credit card (automatic),37,0,7,0.416,No,49+,High,0
CUST01645,Male,0,Yes,28,Month-to-month,Fiber optic,Yes,No,No,64.05,1830.23,Credit card (automatic),213,1,9,0.71,Yes,25-48,Med-Low,1
CUST01646,Male,0,Yes,25,Month-to-month,Fiber optic,Yes,Yes,Yes,24.37,641.0,Mailed check,330,0,1,0.267,Yes,25-48,Low,1
CUST01647,Female,0,No,4,Two year,Fiber optic,Yes,No,No,105.99,473.42,Credit card (automatic),161,4,10,0.577,Yes,0-6,Med-High,1
CUST01648,Female,0,Yes,59,Two year,Fiber optic,No,Yes,Yes,100.21,5938.12,Electronic check,210,2,7,0.506,No,49+,Med-High,0
CUST01649,Female,0,Yes,28,Month-to-month,DSL,No,Yes,Yes,59.86,1708.28,Bank transfer (automatic),85,0,5,0.417,No,25-48,Med-Low,0
CUST01650,Female,0,No,47,Two year,Fiber optic,Yes,No,No,20.54,960.39,Mailed check,123,2,5,0.414,No,25-48,Low,0
CUST01651,Female,0,No,64,Month-to-month,Fiber optic,Yes,No,No,106.84,6856.56,Credit card (automatic),357,0,8,0.717,No,49+,Med-High,0
CUST01652,Male,0,Yes,37,One year,DSL,Yes,No,Yes,105.96,3945.96,Bank transfer (automatic),521,0,6,0.833,No,25-48,Med-High,0
CUST01653,Female,0,No,12,One year,Fiber optic,Yes,Yes,Yes,86.91,1044.73,Bank transfer (automatic),237,0,6,0.478,Yes,7-24,Med-High,1
CUST01654,Male,1,Yes,13,One year,No,Yes,Yes,No,95.57,1244.9,Mailed check,269,3,1,0.351,Yes,7-24,Med-High,1
CUST01655,Male,0,Yes,44,Month-to-month,Fiber optic,Yes,No,Yes,133.74,5930.04,Bank transfer (automatic),142,3,3,0.181,Yes,25-48,High,1
CUST01656,Female,0,No,68,Month-to-month,Fiber optic,Yes,No,No,91.34,6235.44,Electronic check,241,0,3,0.406,No,49+,Med-High,0
CUST01657,Female,0,No,16,Month-to-month,No,Yes,No,Yes,55.9,918.02,Mailed check,143,0,1,0.209,No,7-24,Med-Low,0
CUST01658,Male,0,No,17,Month-to-month,DSL,No,No,Yes,116.4,2024.08,Bank transfer (automatic),183,3,5,0.46,No,7-24,High,0
CUST01659,Female,0,No,36,Month-to-month,Fiber optic,No,No,No,57.98,2116.5,Mailed check,471,0,2,0.468,No,25-48,Med-Low,0
CUST01660,Male,0,No,38,Month-to-month,DSL,No,Yes,No,51.09,1971.66,Electronic check,158,3,4,0.232,No,25-48,Med-Low,0
CUST01661,Male,0,No,18,Two year,DSL,Yes,No,Yes,22.44,436.39,Mailed check,378,1,2,0.337,No,7-24,Low,0
CUST01662,Female,0,No,44,Month-to-month,Fiber optic,Yes,Yes,No,27.08,1208.62,Credit card (automatic),553,0,3,0.637,No,25-48,Low,0
CUST01663,Female,0,Yes,19,One year,DSL,No,Yes,No,146.64,2784.85,Mailed check,503,0,1,0.408,No,7-24,High,0
CUST01664,Female,0,No,20,Month-to-month,Fiber optic,No,No,No,129.91,2632.35,Bank transfer (automatic),229,3,7,0.546,No,7-24,High,0
CUST01665,Female,0,Yes,3,Two year,Fiber optic,Yes,No,Yes,77.31,251.85,Bank transfer (automatic),114,0,1,0.081,No,0-6,Med-Low,0
CUST01666,Female,0,No,56,Month-to-month,DSL,No,Yes,Yes,33.06,1880.93,Bank transfer (automatic),124,0,4,0.3,No,49+,Low,0
CUST01667,Male,0,No,41,Month-to-month,Fiber optic,No,No,No,72.61,2980.15,Credit card (automatic),12,0,9,0.372,No,25-48,Med-Low,0
CUST01668,Female,0,No,39,Month-to-month,DSL,No,Yes,Yes,21.75,871.86,Electronic check,454,0,2,0.405,Yes,25-48,Low,1
CUST01669,Female,0,No,71,Two year,Fiber optic,No,No,No,135.58,9658.75,Bank transfer (automatic),493,3,6,0.633,No,49+,High,0
CUST01670,Male,0,Yes,71,One year,Fiber optic,Yes,Yes,No,147.31,10474.95,Bank transfer (automatic),74,2,5,0.376,No,49+,High,0
CUST01671,Female,0,No,41,Month-to-month,DSL,No,Yes,Yes,22.72,939.59,Mailed check,103,0,3,0.303,No,25-48,Low,0
CUST01672,Male,1,Yes,21,Two year,Fiber optic,No,No,No,24.25,532.28,Credit card (automatic),86,0,10,0.517,No,7-24,Low,0
CUST01673,Male,0,No,49,Month-to-month,No,No,No,No,137.69,6770.98,Bank transfer (automatic),137,0,9,0.554,No,49+,High,0
CUST01674,Female,0,Yes,53,Month-to-month,Fiber optic,Yes,Yes,No,73.52,3901.63,Bank transfer (automatic),154,0,7,0.4,No,49+,Med-Low,0
CUST01675,Female,0,No,44,Month-to-month,Fiber optic,No,No,No,112.76,4976.45,Electronic check,507,0,7,0.679,Yes,25-48,Med-High,1
CUST01676,Male,0,No,13,Month-to-month,Fiber optic,Yes,No,Yes,94.09,1249.86,Credit card (automatic),245,0,9,0.669,Yes,7-24,Med-High,1
CUST01677,Male,0,Yes,72,Month-to-month,Fiber optic,No,Yes,Yes,24.14,1787.98,Electronic check,381,1,5,0.634,Yes,49+,Low,1
CUST01678,Male,1,No,20,Month-to-month,Fiber optic,No,Yes,No,119.59,2426.84,Mailed check,158,1,10,0.7,No,7-24,High,0
CUST01679,Male,0,Yes,43,Month-to-month,DSL,No,Yes,Yes,30.48,1312.91,Bank transfer (automatic),571,0,3,0.669,No,25-48,Low,0
CUST01680,Female,0,No,54,One year,Fiber optic,Yes,Yes,Yes,58.42,3192.17,Bank transfer (automatic),277,0,8,0.693,No,49+,Med-Low,0
CUST01681,Female,0,No,11,Month-to-month,No,No,No,No,119.8,1320.52,Bank transfer (automatic),526,0,8,0.845,Yes,7-24,High,1
CUST01682,Female,0,Yes,63,Two year,DSL,No,Yes,Yes,108.1,6858.37,Credit card (automatic),391,0,10,0.912,Yes,49+,Med-High,1
CUST01683,Female,0,Yes,27,Month-to-month,Fiber optic,Yes,Yes,Yes,82.32,2269.85,Bank transfer (automatic),105,0,10,0.653,No,25-48,Med-High,0
CUST01684,Male,0,Yes,59,Month-to-month,No,No,Yes,No,139.76,8247.0,Credit card (automatic),333,0,3,0.499,Yes,49+,High,1
CUST01685,Female,0,No,11,Two year,Fiber optic,Yes,No,No,54.98,595.07,Credit card (automatic),170,0,6,0.44,No,7-24,Med-Low,0
CUST01686,Female,0,No,11,Month-to-month,Fiber optic,No,No,No,104.71,1170.95,Bank transfer (automatic),94,0,8,0.406,Yes,7-24,Med-High,1
CUST01687,Female,0,No,2,Month-to-month,DSL,No,Yes,Yes,69.02,138.62,Credit card (automatic),279,2,6,0.557,No,0-6,Med-Low,0
CUST01688,Male,0,No,66,Month-to-month,Fiber optic,Yes,No,No,16.92,1107.42,Bank transfer (automatic),403,0,8,0.655,No,49+,Low,0
CUST01689,Male,0,No,34,Month-to-month,DSL,No,No,Yes,29.07,1030.17,Credit card (automatic),144,1,10,0.686,No,25-48,Low,0
CUST01690,Male,0,No,51,One year,Fiber optic,Yes,No,Yes,54.83,2792.64,Credit card (automatic),129,0,9,0.514,No,49+,Med-Low,0
CUST01691,Male,0,No,11,One year,No,Yes,No,Yes,124.69,1373.6,Bank transfer (automatic),571,3,7,0.738,Yes,7-24,High,1
CUST01692,Female,1,Yes,4,Month-to-month,Fiber optic,No,No,No,131.78,567.04,Electronic check,297,0,10,0.666,No,0-6,High,0
CUST01693,Male,0,No,68,One year,Fiber optic,No,No,Yes,85.03,5817.68,Electronic check,260,5,7,0.645,Yes,49+,Med-High,1
CUST01694,Male,0,No,12,One year,DSL,No,Yes,Yes,115.78,1392.89,Credit card (automatic),417,0,1,0.318,Yes,7-24,High,1
CUST01695,Male,0,No,42,Month-to-month,Fiber optic,No,No,No,33.62,1443.21,Bank transfer (automatic),137,3,9,0.528,Yes,25-48,Low,1
CUST01696,Female,0,No,1,Month-to-month,DSL,Yes,No,Yes,37.96,35.35,Mailed check,375,0,2,0.426,No,0-6,Low,0
CUST01697,Male,0,Yes,6,Month-to-month,DSL,Yes,No,No,11.92,109.52,Mailed check,137,0,6,0.481,Yes,0-6,Low,1
CUST01698,Male,0,Yes,19,One year,Fiber optic,Yes,Yes,No,60.82,1171.01,Mailed check,388,0,2,0.414,No,7-24,Med-Low,0
CUST01699,Male,0,No,39,Month-to-month,Fiber optic,Yes,Yes,No,44.76,1787.25,Bank transfer (automatic),357,0,8,0.725,No,25-48,Low,0
CUST01700,Female,0,No,49,Month-to-month,DSL,Yes,No,Yes,54.34,2708.36,Electronic check,102,0,6,0.446,Yes,49+,Med-Low,1
CUST01701,Female,0,No,42,Month-to-month,DSL,No,Yes,No,117.4,4964.38,Electronic check,77,4,8,0.516,Yes,25-48,High,1
CUST01702,Female,0,Yes,15,Month-to-month,Fiber optic,No,No,No,80.69,1230.05,Electronic check,155,0,1,0.265,Yes,7-24,Med-Low,1
CUST01703,Female,0,No,6,Month-to-month,Fiber optic,Yes,Yes,No,139.85,867.44,Mailed check,87,1,6,0.44,No,0-6,High,0
CUST01704,Female,0,Yes,28,Month-to-month,DSL,No,No,Yes,137.02,3840.37,Electronic check,279,0,4,0.413,No,25-48,High,0
CUST01705,Male,0,No,2,Month-to-month,Fiber optic,Yes,Yes,No,17.33,44.11,Credit card (automatic),257,3,8,0.603,Yes,0-6,Low,1
CUST01706,Male,0,Yes,22,Month-to-month,Fiber optic,No,No,Yes,31.09,688.52,Bank transfer (automatic),554,0,7,0.736,No,7-24,Low,0
CUST01707,Male,0,No,66,Month-to-month,Fiber optic,No,No,Yes,55.93,3706.48,Mailed check,491,1,1,0.511,No,49+,Med-Low,0
CUST01708,Female,0,Yes,58,Month-to-month,Fiber optic,No,Yes,Yes,37.42,2193.63,Bank transfer (automatic),351,0,5,0.639,No,49+,Low,0
CUST01709,Male,0,No,11,One year,Fiber optic,Yes,No,Yes,23.16,295.22,Mailed check,140,0,6,0.318,No,7-24,Low,0
CUST01710,Female,1,No,72,Month-to-month,No,No,Yes,Yes,102.9,7447.21,Electronic check,88,0,9,0.429,Yes,49+,Med-High,1
CUST01711,Male,0,No,34,One year,No,Yes,Yes,No,45.35,1573.19,Credit card (automatic),86,2,8,0.405,Yes,25-48,Low,1
CUST01712,Female,0,No,28,Month-to-month,No,No,Yes,Yes,23.16,664.07,Electronic check,93,1,10,0.635,No,25-48,Low,0
CUST01713,Female,0,Yes,66,Month-to-month,Fiber optic,Yes,No,No,74.23,4921.66,Electronic check,438,0,7,0.751,No,49+,Med-Low,0
CUST01714,Male,0,No,49,Month-to-month,Fiber optic,Yes,No,Yes,46.44,2287.92,Mailed check,470,0,9,0.901,No,49+,Med-Low,0
CUST01715,Male,0,No,44,Month-to-month,Fiber optic,Yes,Yes,Yes,94.34,4180.33,Credit card (automatic),273,3,8,0.632,Yes,25-48,Med-High,1
CUST01716,Male,0,Yes,59,Two year,Fiber optic,No,No,No,11.68,733.03,Bank transfer (automatic),396,4,5,0.546,No,49+,Low,0
CUST01717,Female,0,Yes,1,Month-to-month,DSL,No,No,Yes,67.91,66.54,Credit card (automatic),411,0,6,0.737,No,0-6,Med-Low,0
CUST01718,Male,0,No,47,Month-to-month,Fiber optic,Yes,No,Yes,127.04,6004.31,Bank transfer (automatic),262,0,10,0.712,No,25-48,High,0
CUST01719,Male,0,No,18,Two year,Fiber optic,Yes,Yes,No,96.79,1754.69,Mailed check,402,0,8,0.784,No,7-24,Med-High,0
CUST01720,Male,0,No,61,Month-to-month,No,No,No,Yes,148.18,9060.69,Electronic check,590,0,1,0.545,No,49+,High,0
