tenure,monthly_charges_cap,app_usage_min_per_week,complaint_count_6m,engagement_score,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_bucket_7-24,tenure_bucket_25-48,tenure_bucket_49+,monthly_charges_bin_Med-Low,monthly_charges_bin_Med-High,monthly_charges_bin_High,churn_flag
62,119.73,20,0,0.12,True,False,True,False,True,False,False,False,False,True,False,False,True,0
29,15.18,251,0,0.522,False,False,False,False,False,True,False,False,True,False,False,False,False,1
12,51.34,135,1,0.072,False,False,False,True,False,False,False,True,False,False,True,False,False,0
21,97.53,173,0,0.243,True,False,False,False,True,False,False,True,False,False,False,True,False,0
55,58.05,587,0,0.594,False,False,True,False,True,False,False,False,False,True,True,False,False,0
20,62.77,200,2,0.387,False,False,False,False,False,False,True,True,False,False,True,False,False,0
22,147.8,428,2,0.625,True,False,False,False,False,False,True,True,False,False,False,False,True,0
8,63.65,546,2,0.485,False,False,False,False,True,False,False,True,False,False,True,False,False,0
46,135.46,15,1,0.197,False,False,True,False,False,False,False,False,True,False,False,False,True,0
18,141.89,110,0,0.108,False,False,True,False,True,False,False,True,False,False,False,False,True,1
35,15.81,271,0,0.311,True,False,True,False,False,True,False,False,True,False,False,False,False,0
16,91.79,463,0,0.609,False,False,False,False,False,False,False,True,False,False,False,True,False,1
9,83.73,22,0,0.076,True,False,True,False,False,False,True,True,False,False,False,True,False,1
30,140.77,276,0,0.287,False,False,True,False,True,False,False,False,True,False,False,False,True,1
15,145.03,592,0,0.596,False,False,False,False,False,False,False,True,False,False,False,False,True,0
11,103.7,355,0,0.525,False,True,True,False,True,False,False,True,False,False,False,True,False,0
6,113.7,301,0,0.359,True,False,True,False,False,True,False,False,False,False,False,True,False,0
20,76.48,330,2,0.483,True,False,False,False,False,False,False,True,False,False,True,False,False,0
47,24.07,391,0,0.796,True,False,False,True,True,False,False,False,True,False,False,False,False,0
72,20.01,135,1,0.466,False,False,True,False,False,False,True,False,False,True,False,False,False,0
26,89.14,221,0,0.547,False,False,True,False,False,True,False,False,True,False,False,True,False,0
37,16.24,470,0,0.599,False,False,False,True,False,False,False,False,True,False,False,False,False,1
65,91.16,77,1,0.047,True,False,True,False,False,False,True,False,False,True,False,True,False,0
34,56.16,548,0,0.917,True,False,False,True,False,False,False,False,True,False,True,False,False,1
65,148.35049999999998,322,0,0.533,False,False,True,False,False,False,True,False,False,True,False,False,True,1
72,38.35,181,0,0.579,False,False,False,False,False,True,False,False,False,True,False,False,False,1
69,138.2,48,2,0.16,False,False,False,True,False,False,False,False,False,True,False,False,True,1
33,51.13,574,0,0.945,False,True,False,True,True,False,False,False,True,False,True,False,False,0
59,49.7,294,0,0.478,False,False,True,False,False,False,True,False,False,True,True,False,False,0
35,98.21,288,0,0.431,True,False,False,True,False,True,False,False,True,False,False,True,False,1
68,108.57,430,0,0.427,False,False,True,False,False,True,False,False,False,True,False,True,False,0
68,71.9,326,0,0.334,False,True,False,False,False,True,False,False,False,True,True,False,False,0
54,16.94,589,1,0.836,False,True,True,False,True,False,False,False,False,True,False,False,False,0
11,20.22,296,0,0.551,False,False,False,True,False,False,True,True,False,False,False,False,False,0
32,75.46,369,2,0.436,False,False,False,False,False,False,True,False,True,False,True,False,False,0
26,122.27,268,0,0.337,False,False,True,False,True,False,False,False,True,False,False,False,True,1
11,71.61,560,1,0.819,True,False,False,True,False,False,False,True,False,False,True,False,False,0
65,116.42,32,0,0.388,True,False,True,False,False,False,False,False,False,True,False,False,True,0
64,39.1,124,0,0.675,True,False,True,False,False,False,False,False,False,True,False,False,False,1
32,48.88,247,0,0.707,True,False,True,False,False,False,False,False,True,False,True,False,False,1
44,41.34,201,1,0.336,False,True,False,False,False,False,True,False,True,False,False,False,False,0
48,105.23,313,0,0.633,False,False,False,False,False,False,True,False,True,False,False,True,False,0
54,132.82,528,0,0.651,True,False,False,True,False,True,False,False,False,True,False,False,True,0
58,143.29,463,0,0.562,True,False,True,False,True,False,False,False,False,True,False,False,True,0
44,65.94,165,2,0.171,True,False,False,False,False,False,False,False,True,False,True,False,False,1
49,137.69,137,0,0.554,False,False,False,True,False,False,False,False,False,True,False,False,True,0
59,19.16,557,3,0.735,False,False,True,False,False,False,False,False,False,True,False,False,False,0
66,72.88,169,0,0.485,False,False,False,False,True,False,False,False,False,True,True,False,False,1
32,131.42,108,0,0.614,False,True,True,False,False,False,False,False,True,False,False,False,True,0
36,69.15,308,3,0.418,False,False,False,True,False,True,False,False,True,False,True,False,False,1
19,82.23,26,0,0.125,True,False,False,True,False,False,True,True,False,False,False,True,False,0
47,127.04,262,0,0.712,False,False,True,False,False,False,False,False,True,False,False,False,True,0
28,101.01,81,0,0.381,False,False,False,False,False,False,True,False,True,False,False,True,False,0
20,19.81,282,0,0.459,False,False,False,False,False,False,True,True,False,False,False,False,False,1
69,33.77,506,0,0.476,False,True,False,True,False,True,False,False,False,True,False,False,False,0
59,94.1,127,0,0.068,True,False,True,False,False,False,True,False,False,True,False,True,False,0
70,94.83,401,1,0.301,True,False,False,False,True,False,False,False,False,True,False,True,False,0
52,107.7,162,0,0.718,False,False,True,False,False,True,False,False,False,True,False,True,False,1
30,87.61,588,0,0.768,False,True,False,False,False,False,False,False,True,False,False,True,False,1
59,96.32,8,0,0.092,True,False,True,False,True,False,False,False,False,True,False,True,False,1
25,90.0,316,0,0.316,True,False,True,False,False,False,False,False,True,False,False,True,False,0
52,119.21,479,3,0.853,False,True,True,False,True,False,False,False,False,True,False,False,True,0
28,146.41,429,0,0.816,False,False,False,True,False,False,True,False,True,False,False,False,True,0
26,64.13,385,0,0.508,True,False,True,False,False,True,False,False,True,False,True,False,False,1
6,17.4,268,0,0.602,True,False,False,False,False,False,False,False,False,False,False,False,False,0
42,110.1,150,3,0.563,True,False,False,False,True,False,False,False,True,False,False,True,False,1
61,59.49,408,4,0.547,True,False,False,False,False,True,False,False,False,True,True,False,False,0
66,46.85,378,0,0.782,True,False,False,False,False,False,True,False,False,True,True,False,False,0
11,54.93,526,2,0.511,False,False,False,False,False,False,True,True,False,False,True,False,False,1
36,120.46,479,0,0.528,False,False,False,False,False,False,True,False,True,False,False,False,True,1
41,148.35049999999998,347,4,0.69,False,False,True,False,False,True,False,False,True,False,False,False,True,1
7,32.94,386,0,0.706,False,False,True,False,True,False,False,True,False,False,False,False,False,1
17,97.82,5,0,0.319,False,True,False,False,False,False,False,True,False,False,False,True,False,0
3,146.14,448,0,0.549,True,False,True,False,False,False,True,False,False,False,False,False,True,0
23,52.94,258,0,0.443,False,False,True,False,True,False,False,True,False,False,True,False,False,1
43,72.8,5,1,0.344,False,False,False,False,False,True,False,False,True,False,True,False,False,0
29,63.91,160,0,0.351,True,False,True,False,False,True,False,False,True,False,True,False,False,0
34,122.71,579,0,0.512,False,True,False,False,True,False,False,False,True,False,False,False,True,0
20,82.95,85,0,0.262,False,False,True,False,False,False,False,True,False,False,False,True,False,0
53,97.07,22,0,0.203,False,False,False,False,False,False,False,False,False,True,False,True,False,1
59,48.72,75,5,0.443,False,False,False,True,True,False,False,False,False,True,True,False,False,1
63,66.86,331,0,0.406,False,True,True,False,False,False,True,False,False,True,True,False,False,0
7,109.78,485,0,0.916,False,False,False,False,False,True,False,True,False,False,False,True,False,0
57,148.35049999999998,584,4,0.876,True,False,False,False,False,True,False,False,False,True,False,False,True,1
4,105.99,161,4,0.577,False,True,True,False,True,False,False,False,False,False,False,True,False,1
35,40.4,77,0,0.558,False,False,True,False,False,True,False,False,True,False,False,False,False,0
7,47.09,581,0,0.54,False,False,False,False,True,False,False,True,False,False,True,False,False,1
39,44.76,357,0,0.725,False,False,True,False,False,False,False,False,True,False,False,False,False,0
67,113.88,185,1,0.275,False,False,False,True,False,False,True,False,False,True,False,True,False,1
56,133.23,542,0,0.778,False,False,False,True,False,False,False,False,False,True,False,False,True,1
68,126.03,83,0,0.221,False,True,False,True,False,False,True,False,False,True,False,False,True,1
24,27.17,66,0,0.119,False,False,False,False,False,False,False,True,False,False,False,False,False,0
51,46.93,167,2,0.719,False,False,True,False,False,False,False,False,False,True,True,False,False,0
16,133.39,228,1,0.562,False,False,True,False,False,True,False,True,False,False,False,False,True,1
4,76.9,490,1,0.56,False,False,False,False,False,True,False,False,False,False,True,False,False,1
26,24.16,559,0,0.687,False,False,True,False,False,False,False,False,True,False,False,False,False,0
14,39.93,309,3,0.747,True,False,False,False,False,False,False,True,False,False,False,False,False,0
23,133.42,125,2,0.533,True,False,False,True,False,False,True,True,False,False,False,False,True,1
3,69.47,80,0,0.224,True,False,False,False,False,False,False,False,False,False,True,False,False,0
18,44.44,464,2,0.784,False,True,True,False,True,False,False,True,False,False,False,False,False,0
41,12.66,424,2,0.796,False,True,False,False,False,False,True,False,True,False,False,False,False,1
5,139.86,458,2,0.747,False,False,True,False,True,False,False,False,False,False,False,False,True,1
46,25.01,557,2,0.997,False,False,False,True,False,False,True,False,True,False,False,False,False,1
12,82.55,556,0,0.851,False,False,False,True,True,False,False,True,False,False,False,True,False,1
38,86.02,296,3,0.57,False,True,False,True,True,False,False,False,True,False,False,True,False,0
12,132.41,248,3,0.649,True,False,True,False,False,True,False,True,False,False,False,False,True,0
3,99.11,515,3,0.72,False,False,True,False,False,False,True,False,False,False,False,True,False,0
68,56.29,30,2,0.165,True,False,False,True,False,True,False,False,False,True,True,False,False,1
37,141.38,209,3,0.49,False,False,True,False,False,False,True,False,True,False,False,False,True,1
62,126.71,5,0,0.241,False,False,True,False,False,True,False,False,False,True,False,False,True,0
48,106.9,599,1,0.663,False,False,True,False,False,True,False,False,True,False,False,True,False,0
0,57.59,454,2,0.644,True,False,False,False,False,True,False,False,False,False,True,False,False,0
32,124.69,129,0,0.469,False,False,False,False,False,True,False,False,True,False,False,False,True,1
47,93.68,52,0,0.14,False,False,False,True,False,False,False,False,True,False,False,True,False,0
71,100.61,79,2,0.365,False,True,False,False,False,False,True,False,False,True,False,True,False,0
72,92.87,594,0,0.486,False,False,True,False,True,False,False,False,False,True,False,True,False,0
22,125.09,78,3,0.089,False,False,True,False,True,False,False,True,False,False,False,False,True,0
17,76.3,78,0,0.256,True,False,False,False,False,False,False,True,False,False,True,False,False,1
15,148.35049999999998,129,3,0.384,False,True,False,True,False,False,True,True,False,False,False,False,True,0
51,55.71,523,2,0.601,False,True,False,False,True,False,False,False,False,True,True,False,False,1
8,125.01,176,0,0.383,False,False,False,True,True,False,False,True,False,False,False,False,True,0
54,97.92,320,0,0.547,True,False,True,False,False,False,False,False,False,True,False,True,False,0
17,31.92,291,0,0.422,True,False,False,False,False,False,False,True,False,False,False,False,False,0
47,104.81,128,0,0.495,False,False,True,False,False,True,False,False,True,False,False,True,False,0
65,95.04,563,1,0.567,True,False,False,False,False,False,False,False,False,True,False,True,False,0
67,119.67,104,3,0.433,True,False,True,False,True,False,False,False,False,True,False,False,True,0
10,63.33,466,2,0.519,True,False,True,False,False,False,False,True,False,False,True,False,False,0
27,118.18,274,0,0.559,False,False,False,False,False,True,False,False,True,False,False,False,True,0
68,95.72,243,0,0.587,False,False,True,False,False,False,True,False,False,True,False,True,False,0
68,99.84,419,1,0.946,False,False,True,False,False,False,True,False,False,True,False,True,False,0
3,93.49,56,2,0.262,False,False,True,False,False,True,False,False,False,False,False,True,False,1
45,133.17,316,0,0.682,False,False,False,False,False,False,False,False,True,False,False,False,True,0
38,17.26,123,0,0.539,False,True,True,False,False,False,True,False,True,False,False,False,False,0
55,144.77,221,1,0.644,True,False,False,False,False,True,False,False,False,True,False,False,True,0
49,46.44,470,0,0.901,False,False,True,False,False,False,True,False,False,True,True,False,False,0
32,98.7,301,0,0.565,False,False,False,False,False,True,False,False,True,False,False,True,False,0
71,69.22,523,0,0.928,False,False,True,False,False,False,False,False,False,True,True,False,False,0
9,32.57,413,0,0.892,False,False,True,False,False,False,True,True,False,False,False,False,False,0
72,66.08,135,0,0.544,False,False,False,False,False,False,False,False,False,True,True,False,False,0
30,106.27,253,0,0.702,False,True,False,True,False,True,False,False,True,False,False,True,False,0
5,72.54,166,2,0.435,True,False,True,False,False,False,False,False,False,False,True,False,False,0
28,124.11,266,0,0.496,False,False,True,False,False,True,False,False,True,False,False,False,True,0
47,98.39,281,0,0.699,False,False,True,False,False,False,True,False,True,False,False,True,False,1
30,65.44,170,1,0.607,False,False,True,False,False,True,False,False,True,False,True,False,False,0
66,30.51,523,0,0.907,True,False,False,False,False,False,False,False,False,True,False,False,False,0
27,87.79,120,0,0.478,False,False,False,False,False,False,True,False,True,False,False,True,False,0
5,21.98,32,0,0.377,False,False,False,True,True,False,False,False,False,False,False,False,False,0
27,53.49,129,4,0.391,False,False,True,False,False,False,True,False,True,False,True,False,False,1
67,108.93,352,0,0.654,False,False,True,False,False,True,False,False,False,True,False,True,False,0
31,58.92,154,0,0.409,True,False,True,False,False,False,False,False,True,False,True,False,False,0
55,133.91,20,0,0.488,False,True,False,True,False,True,False,False,False,True,False,False,True,0
48,47.18,469,0,0.602,False,False,False,False,False,False,False,False,True,False,True,False,False,0
58,68.94,197,1,0.746,False,False,True,False,False,False,True,False,False,True,True,False,False,0
21,63.92,540,2,0.852,False,True,True,False,False,False,True,True,False,False,True,False,False,0
15,45.49,165,0,0.194,False,False,False,False,False,False,False,True,False,False,False,False,False,1
44,132.19,14,0,0.324,False,False,True,False,False,False,False,False,True,False,False,False,True,0
35,104.32,414,0,0.528,False,False,True,False,False,True,False,False,True,False,False,True,False,0
51,123.58,32,0,0.322,True,False,False,False,True,False,False,False,False,True,False,False,True,0
44,120.01,43,3,0.257,False,False,True,False,True,False,False,False,True,False,False,False,True,0
45,11.68,299,1,0.629,False,False,False,True,False,True,False,False,True,False,False,False,False,0
62,23.76,328,0,0.542,False,True,True,False,False,False,False,False,False,True,False,False,False,0
12,12.88,309,1,0.559,False,False,True,False,False,True,False,True,False,False,False,False,False,0
20,105.59,356,3,0.421,False,True,True,False,True,False,False,True,False,False,False,True,False,0
8,141.46,518,0,0.864,False,True,False,False,False,True,False,True,False,False,False,False,True,0
15,97.44,122,0,0.254,False,False,False,False,True,False,False,True,False,False,False,True,False,1
12,60.04,323,3,0.249,False,False,False,False,True,False,False,True,False,False,True,False,False,0
41,82.97,6,1,0.323,False,False,True,False,False,True,False,False,True,False,False,True,False,1
23,102.74,467,0,0.852,True,False,False,False,True,False,False,True,False,False,False,True,False,0
46,95.23,127,0,0.289,False,True,False,False,False,True,False,False,True,False,False,True,False,1
15,147.0,238,1,0.344,False,True,True,False,False,False,True,True,False,False,False,False,True,0
72,79.41,3,0,0.31,False,False,False,False,False,False,True,False,False,True,True,False,False,0
35,144.5,525,1,0.853,False,False,False,False,False,False,True,False,True,False,False,False,True,0
42,117.57,139,4,0.439,False,False,True,False,True,False,False,False,True,False,False,False,True,0
35,118.88,346,1,0.542,True,False,True,False,False,True,False,False,True,False,False,False,True,0
44,137.58,496,3,0.824,False,False,True,False,True,False,False,False,True,False,False,False,True,0
7,98.4,283,1,0.666,False,False,True,False,False,False,True,True,False,False,False,True,False,1
12,39.42,104,1,0.352,False,False,False,False,False,True,False,True,False,False,False,False,False,0
53,145.91,274,4,0.569,False,False,True,False,False,False,True,False,False,True,False,False,True,1
13,69.93,220,0,0.438,False,False,False,False,False,True,False,True,False,False,True,False,False,0
62,25.46,282,0,0.272,False,True,True,False,False,False,False,False,False,True,False,False,False,1
5,78.04,337,0,0.308,True,False,False,False,False,False,False,False,False,False,True,False,False,0
41,31.67,368,2,0.549,False,True,True,False,False,False,False,False,True,False,False,False,False,0
8,74.86,466,0,0.956,False,False,True,False,False,False,True,True,False,False,True,False,False,0
26,81.6,140,0,0.51,False,False,True,False,False,True,False,False,True,False,False,True,False,1
36,80.98,369,0,0.659,False,False,True,False,True,False,False,False,True,False,True,False,False,0
37,32.37,335,0,0.372,False,False,True,False,True,False,False,False,True,False,False,False,False,0
36,115.22,395,0,0.653,True,False,True,False,False,False,True,False,True,False,False,True,False,0
44,133.74,142,3,0.181,False,False,True,False,False,False,False,False,True,False,False,False,True,1
56,61.24,5,0,-0.003,False,False,False,True,False,True,False,False,False,True,True,False,False,1
63,74.26,366,0,0.41,False,False,False,False,False,False,False,False,False,True,True,False,False,1
59,40.29,544,1,0.93,False,False,True,False,False,True,False,False,False,True,False,False,False,0
39,130.19,558,5,0.683,False,False,False,False,True,False,False,False,True,False,False,False,True,0
11,66.82,219,1,0.6,False,False,False,False,False,False,False,True,False,False,True,False,False,1
19,26.0,138,0,0.527,False,False,True,False,True,False,False,True,False,False,False,False,False,0
68,92.57,281,0,0.443,False,True,True,False,False,True,False,False,False,True,False,True,False,0
22,108.24,322,1,0.471,False,False,True,False,False,False,True,True,False,False,False,True,False,0
17,11.59,427,0,0.47,False,True,True,False,False,False,False,True,False,False,False,False,False,0
9,18.8,9,4,0.236,False,True,False,True,False,True,False,True,False,False,False,False,False,1
54,112.57,182,3,0.304,True,False,False,False,False,False,True,False,False,True,False,True,False,1
3,91.15,337,0,0.504,False,False,True,False,False,True,False,False,False,False,False,True,False,0
66,148.35049999999998,219,0,0.641,False,False,True,False,True,False,False,False,False,True,False,False,True,0
8,28.08,523,0,0.761,False,False,True,False,False,False,False,True,False,False,False,False,False,0
50,116.01,67,0,0.168,False,False,False,True,False,False,False,False,False,True,False,False,True,0
28,117.41,324,1,0.422,False,True,False,False,False,False,True,False,True,False,False,False,True,1
5,138.85,219,5,0.601,False,True,False,False,False,True,False,False,False,False,False,False,True,0
36,139.25,373,0,0.482,False,False,True,False,True,False,False,False,True,False,False,False,True,1
13,128.2,278,4,0.478,False,False,True,False,False,True,False,True,False,False,False,False,True,1
66,96.45,545,0,0.517,True,False,False,True,False,False,False,False,False,True,False,True,False,0
39,32.07,189,0,0.569,False,False,True,False,False,False,False,False,True,False,False,False,False,0
33,90.49,177,0,0.538,False,False,True,False,False,True,False,False,True,False,False,True,False,1
4,43.58,159,0,0.3,False,False,True,False,False,False,True,False,False,False,False,False,False,1
26,41.91,44,2,0.454,False,False,False,True,False,False,True,False,True,False,False,False,False,0
30,114.54,47,0,0.286,False,False,False,True,True,False,False,False,True,False,False,True,False,1
10,64.58,247,0,0.32,False,True,True,False,False,True,False,True,False,False,True,False,False,0
1,79.24,58,0,0.146,False,False,True,False,True,False,False,False,False,False,True,False,False,1
16,56.63,5,0,0.305,False,False,True,False,False,True,False,True,False,False,True,False,False,0
11,75.99,206,4,0.248,True,False,True,False,True,False,False,True,False,False,True,False,False,0
14,69.97,313,0,0.666,False,True,False,False,False,True,False,True,False,False,True,False,False,0
46,99.55,456,0,0.841,False,False,False,False,True,False,False,False,True,False,False,True,False,0
69,28.88,344,2,0.426,False,False,True,False,False,False,True,False,False,True,False,False,False,0
63,123.73,264,0,0.692,False,True,False,True,False,False,True,False,False,True,False,False,True,0
41,39.49,96,0,0.427,False,False,True,False,False,False,False,False,True,False,False,False,False,0
58,97.43,104,0,0.28,False,False,True,False,True,False,False,False,False,True,False,True,False,0
7,133.06,378,0,0.601,False,False,False,False,False,True,False,True,False,False,False,False,True,1
45,11.54,210,3,0.507,False,False,True,False,False,False,False,False,True,False,False,False,False,0
19,22.45,374,0,0.575,False,False,False,False,True,False,False,True,False,False,False,False,False,1
20,119.59,158,1,0.7,False,False,True,False,False,False,True,True,False,False,False,False,True,0
33,86.3,240,0,0.477,False,False,True,False,False,False,True,False,True,False,False,True,False,0
6,109.65,200,0,0.562,False,False,False,False,False,False,True,False,False,False,False,True,False,0
56,100.25,490,0,0.848,True,False,True,False,False,False,False,False,False,True,False,True,False,1
47,113.14,378,0,0.596,False,False,True,False,False,False,True,False,True,False,False,True,False,1
30,29.55,585,2,0.615,False,True,False,False,False,False,True,False,True,False,False,False,False,1
11,102.64,450,1,0.779,True,False,True,False,False,False,False,True,False,False,False,True,False,0
50,18.35,571,3,0.714,False,True,False,True,True,False,False,False,False,True,False,False,False,0
15,34.48,259,0,0.219,False,False,True,False,False,False,False,True,False,False,False,False,False,0
26,81.46,267,5,0.492,False,False,True,False,False,True,False,False,True,False,False,True,False,0
48,38.59,45,2,0.165,False,True,True,False,False,True,False,False,True,False,False,False,False,0
23,109.51,191,2,0.315,False,False,True,False,False,True,False,True,False,False,False,True,False,0
10,37.86,526,2,0.736,False,False,True,False,False,False,True,True,False,False,False,False,False,1
70,116.39,587,3,0.677,True,False,False,False,False,False,True,False,False,True,False,False,True,1
32,49.53,6,2,0.125,False,False,False,True,False,False,False,False,True,False,True,False,False,1
26,138.32,100,0,0.324,False,False,False,True,False,True,False,False,True,False,False,False,True,1
9,37.26,463,3,0.491,False,False,False,False,False,False,True,True,False,False,False,False,False,0
51,136.62,2,0,0.132,False,False,True,False,True,False,False,False,False,True,False,False,True,1
24,58.12,464,3,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,0
19,116.06,388,0,0.333,True,False,False,False,False,False,False,True,False,False,False,False,True,1
26,75.24,516,2,0.799,False,False,True,False,False,True,False,False,True,False,True,False,False,1
30,115.91,105,0,0.612,False,False,False,False,False,False,True,False,True,False,False,False,True,0
10,47.37,496,3,0.535,False,False,False,True,False,True,False,True,False,False,True,False,False,0
19,119.81,542,3,0.539,False,False,False,False,True,False,False,True,False,False,False,False,True,0
16,144.63,261,1,0.339,False,False,True,False,False,False,True,True,False,False,False,False,True,1
43,38.86,337,0,0.513,False,False,False,False,False,False,False,False,True,False,False,False,False,1
29,79.24,15,1,0.209,False,False,False,False,False,False,False,False,True,False,True,False,False,0
23,126.01,133,2,0.267,False,True,False,False,False,True,False,True,False,False,False,False,True,0
45,141.59,393,0,0.588,False,False,False,True,False,False,False,False,True,False,False,False,True,1
38,50.81,229,2,0.283,False,False,False,True,False,False,True,False,True,False,True,False,False,1
13,135.82,50,0,0.194,False,False,True,False,False,True,False,True,False,False,False,False,True,1
47,73.58,318,0,0.611,True,False,True,False,False,True,False,False,True,False,True,False,False,0
21,142.98,490,1,0.765,True,False,True,False,False,False,False,True,False,False,False,False,True,0
56,36.74,161,0,0.085,False,True,True,False,True,False,False,False,False,True,False,False,False,1
50,61.67,247,0,0.221,True,False,True,False,False,False,True,False,False,True,True,False,False,1
29,51.91,213,0,0.562,True,False,False,True,False,False,True,False,True,False,True,False,False,0
72,117.88,538,0,0.802,True,False,True,False,False,True,False,False,False,True,False,False,True,0
65,129.66,517,1,0.533,False,False,True,False,False,False,False,False,False,True,False,False,True,0
9,132.96,53,0,0.379,False,False,False,False,False,True,False,True,False,False,False,False,True,0
11,76.79,29,0,0.185,False,False,True,False,True,False,False,True,False,False,True,False,False,0
32,110.4,1,0,0.124,False,True,False,True,False,False,True,False,True,False,False,True,False,0
61,60.67,1,0,0.063,False,False,True,False,True,False,False,False,False,True,True,False,False,1
47,128.19,364,2,0.451,False,False,False,False,False,True,False,False,True,False,False,False,True,1
43,116.53,411,2,0.836,False,False,False,True,False,False,True,False,True,False,False,False,True,0
23,50.56,123,3,0.382,True,False,False,True,False,False,False,True,False,False,True,False,False,0
57,52.92,422,0,0.44,True,False,True,False,True,False,False,False,False,True,True,False,False,0
45,142.42,426,0,0.773,False,False,True,False,False,True,False,False,True,False,False,False,True,0
7,78.52,121,0,0.106,True,False,False,False,True,False,False,True,False,False,True,False,False,1
66,85.99,256,0,0.652,True,False,True,False,False,False,False,False,False,True,False,True,False,0
45,116.9,157,2,0.613,False,False,True,False,False,True,False,False,True,False,False,False,True,1
24,32.72,539,0,0.717,True,False,True,False,False,True,False,True,False,False,False,False,False,0
29,105.68,245,1,0.74,False,False,True,False,False,True,False,False,True,False,False,True,False,1
40,54.42,436,0,0.742,True,False,False,False,False,False,True,False,True,False,True,False,False,1
37,112.2,300,0,0.696,False,False,True,False,False,True,False,False,True,False,False,True,False,0
60,119.49,215,0,0.469,False,False,True,False,True,False,False,False,False,True,False,False,True,1
0,53.85,155,0,0.524,False,False,True,False,True,False,False,False,False,False,True,False,False,0
5,87.24,116,0,0.19,True,False,False,False,False,False,False,False,False,False,False,True,False,0
51,61.13,82,0,0.57,False,False,False,False,False,True,False,False,False,True,True,False,False,1
54,125.79,284,2,0.384,True,False,True,False,True,False,False,False,False,True,False,False,True,0
57,133.51,237,0,0.746,False,False,False,False,True,False,False,False,False,True,False,False,True,1
38,51.3,565,5,0.632,True,False,True,False,True,False,False,False,True,False,True,False,False,1
7,36.41,113,0,0.321,False,False,False,False,True,False,False,True,False,False,False,False,False,1
19,140.19,350,0,0.45,False,False,True,False,False,True,False,True,False,False,False,False,True,1
49,98.68,546,0,0.951,False,True,True,False,False,False,True,False,False,True,False,True,False,1
39,92.59,440,0,0.769,True,False,True,False,False,True,False,False,True,False,False,True,False,1
39,128.34,484,1,0.671,True,False,True,False,False,False,True,False,True,False,False,False,True,0
28,31.24,547,0,0.978,True,False,True,False,False,True,False,False,True,False,False,False,False,0
50,144.82,127,4,0.456,True,False,True,False,True,False,False,False,False,True,False,False,True,0
23,29.94,175,1,0.412,False,False,True,False,False,True,False,True,False,False,False,False,False,0
2,47.08,207,0,0.144,False,True,True,False,True,False,False,False,False,False,True,False,False,1
47,117.6,15,5,0.439,False,False,True,False,False,False,False,False,True,False,False,False,True,0
17,29.4,540,1,0.496,True,False,True,False,True,False,False,True,False,False,False,False,False,0
55,55.19,186,0,0.188,False,True,False,True,True,False,False,False,False,True,True,False,False,0
71,135.58,493,3,0.633,False,True,True,False,False,False,False,False,False,True,False,False,True,0
69,96.7,522,0,0.541,False,False,False,True,True,False,False,False,False,True,False,True,False,1
36,141.06,132,4,0.622,False,False,True,False,False,False,False,False,True,False,False,False,True,1
36,75.42,504,0,0.377,False,False,False,True,False,False,False,False,True,False,True,False,False,1
55,132.5,511,5,0.825,True,False,False,True,False,False,True,False,False,True,False,False,True,0
33,130.29,184,1,0.493,False,False,False,False,False,False,True,False,True,False,False,False,True,1
47,147.79,375,1,0.618,False,False,True,False,False,False,True,False,True,False,False,False,True,0
24,148.35049999999998,266,0,0.655,False,False,False,True,True,False,False,True,False,False,False,False,True,0
5,134.26,599,2,0.772,False,True,False,True,True,False,False,False,False,False,False,False,True,1
18,48.76,541,4,0.665,False,False,False,False,True,False,False,True,False,False,True,False,False,1
36,18.16,380,0,0.783,False,True,True,False,False,False,True,False,True,False,False,False,False,0
14,18.44,16,1,0.425,False,True,False,False,False,False,False,True,False,False,False,False,False,0
43,77.79,370,3,0.615,False,False,True,False,False,True,False,False,True,False,True,False,False,1
17,94.77,166,0,0.614,True,False,False,False,True,False,False,True,False,False,False,True,False,0
16,95.3,103,1,0.225,True,False,False,False,False,False,False,True,False,False,False,True,False,1
53,65.04,227,1,0.404,True,False,True,False,False,True,False,False,False,True,True,False,False,0
45,76.3,107,0,0.052,False,True,False,True,False,False,True,False,True,False,True,False,False,0
32,20.76,581,0,0.768,True,False,False,False,False,False,True,False,True,False,False,False,False,1
12,23.56,142,2,0.27,False,True,False,True,False,False,False,True,False,False,False,False,False,1
57,44.02,166,0,0.302,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1,25.69,248,1,0.371,False,False,False,False,False,False,True,False,False,False,False,False,False,1
52,116.24,145,3,0.108,True,False,True,False,False,False,False,False,False,True,False,False,True,1
40,74.94,404,0,0.604,False,False,True,False,False,False,False,False,True,False,True,False,False,0
43,74.58,151,0,0.597,False,False,False,True,True,False,False,False,True,False,True,False,False,0
30,34.88,593,1,0.837,False,False,False,False,False,True,False,False,True,False,False,False,False,0
40,121.14,483,4,0.836,False,True,True,False,False,False,True,False,True,False,False,False,True,0
63,142.44,114,0,0.379,False,False,False,True,False,False,False,False,False,True,False,False,True,1
5,64.8,550,0,0.928,False,True,True,False,False,True,False,False,False,False,True,False,False,0
42,77.27,511,1,0.561,True,False,True,False,False,True,False,False,True,False,True,False,False,0
