tenure,monthly_charges_cap,app_usage_min_per_week,complaint_count_6m,engagement_score,churn_flag,contract_One year,contract_Two year,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_bucket_7-24,tenure_bucket_25-48,tenure_bucket_49+,monthly_charges_bin_Med-Low,monthly_charges_bin_Med-High,monthly_charges_bin_High
23,120.0,491,0,0.899,0,True,False,False,False,False,False,True,True,False,False,False,False,True
63,112.37,343,0,0.493,1,True,False,False,True,False,True,False,False,False,True,False,True,False
71,148.35049999999998,342,0,0.812,1,False,False,False,True,True,False,False,False,False,True,False,False,True
24,38.8,42,0,0.529,0,False,False,False,True,False,False,False,True,False,False,False,False,False
10,63.33,282,4,0.48,1,False,False,True,False,False,True,False,True,False,False,True,False,False
17,134.18,152,3,0.488,1,False,False,False,True,True,False,False,True,False,False,False,False,True
26,85.33,306,0,0.266,0,False,False,True,False,False,False,True,False,True,False,False,True,False
48,51.55,258,0,0.66,0,False,True,True,False,False,True,False,False,True,False,True,False,False
43,32.11,546,1,1.022,1,False,False,True,False,True,False,False,False,True,False,False,False,False
69,79.17,340,4,0.564,0,False,False,True,False,False,True,False,False,False,True,True,False,False
58,118.41,578,1,0.83,0,False,False,False,False,False,False,True,False,False,True,False,False,True
4,130.3,464,0,0.372,0,False,False,True,False,False,False,True,False,False,False,False,False,True
12,59.63,398,2,0.593,0,False,False,False,True,False,False,False,True,False,False,True,False,False
53,97.07,22,0,0.203,1,False,False,False,False,False,False,False,False,False,True,False,True,False
34,102.18,518,0,0.683,0,True,False,False,False,False,True,False,False,True,False,False,True,False
69,121.25,568,4,0.843,1,False,False,True,False,False,False,False,False,False,True,False,False,True
56,100.25,490,0,0.848,1,True,False,True,False,False,False,False,False,False,True,False,True,False
36,85.2,265,1,0.749,1,False,False,True,False,False,False,True,False,True,False,False,True,False
66,30.51,523,0,0.907,0,True,False,False,False,False,False,False,False,False,True,False,False,False
47,29.8,315,0,0.381,0,False,False,False,False,False,False,True,False,True,False,False,False,False
13,135.82,50,0,0.194,1,False,False,True,False,False,True,False,True,False,False,False,False,True
44,72.05,450,0,0.684,0,False,False,True,False,False,False,False,False,True,False,True,False,False
55,37.71,177,0,0.271,0,False,False,False,False,True,False,False,False,False,True,False,False,False
19,103.19,525,2,0.485,0,True,False,False,False,False,False,False,True,False,False,False,True,False
32,75.46,369,2,0.436,0,False,False,False,False,False,False,True,False,True,False,True,False,False
26,99.13,587,2,0.934,1,False,True,True,False,False,False,False,False,True,False,False,True,False
55,38.04,466,0,0.415,1,False,False,True,False,False,True,False,False,False,True,False,False,False
13,135.69,456,0,0.583,0,False,False,True,False,True,False,False,True,False,False,False,False,True
20,14.87,415,0,0.778,1,False,False,False,True,False,False,True,True,False,False,False,False,False
5,31.29,136,2,0.387,1,True,False,True,False,True,False,False,False,False,False,False,False,False
6,143.83,324,1,0.429,1,False,False,True,False,False,False,True,False,False,False,False,False,True
51,92.49,438,0,0.404,0,False,False,True,False,True,False,False,False,False,True,False,True,False
8,125.3,228,0,0.587,0,True,False,True,False,True,False,False,True,False,False,False,False,True
43,116.78,310,0,0.772,0,True,False,True,False,False,False,False,False,True,False,False,False,True
0,140.28,40,3,0.531,0,True,False,True,False,False,False,False,False,False,False,False,False,True
26,122.27,268,0,0.337,1,False,False,True,False,True,False,False,False,True,False,False,False,True
30,140.77,276,0,0.287,1,False,False,True,False,True,False,False,False,True,False,False,False,True
38,112.13,391,1,0.696,1,True,False,True,False,True,False,False,False,True,False,False,True,False
66,72.24,362,3,0.476,0,False,False,True,False,False,False,True,False,False,True,True,False,False
66,107.49,166,3,0.25,0,True,False,False,False,False,False,True,False,False,True,False,True,False
58,100.28,170,2,0.554,0,True,False,False,False,True,False,False,False,False,True,False,True,False
63,40.04,383,1,0.765,1,False,False,False,True,False,True,False,False,False,True,False,False,False
63,56.57,305,0,0.431,1,False,True,True,False,False,False,False,False,False,True,True,False,False
46,82.61,268,0,0.348,0,True,False,False,True,False,False,True,False,True,False,False,True,False
15,96.75,354,2,0.797,1,False,False,False,True,False,True,False,True,False,False,False,True,False
36,20.37,191,0,0.218,0,False,False,True,False,False,False,False,False,True,False,False,False,False
6,141.2,192,2,0.175,1,False,False,False,True,False,True,False,False,False,False,False,False,True
22,29.72,57,0,0.316,1,False,False,True,False,False,False,False,True,False,False,False,False,False
72,117.88,538,0,0.802,0,True,False,True,False,False,True,False,False,False,True,False,False,True
22,14.62,230,0,0.608,0,False,False,True,False,False,True,False,True,False,False,False,False,False
50,13.16,372,0,0.444,0,False,True,True,False,False,False,True,False,False,True,False,False,False
54,112.57,182,3,0.304,1,True,False,False,False,False,False,True,False,False,True,False,True,False
8,140.06,367,4,0.372,0,False,False,False,True,False,False,True,True,False,False,False,False,True
33,61.94,63,2,0.257,0,True,False,False,False,False,True,False,False,True,False,True,False,False
59,118.98,482,0,0.841,0,False,False,False,True,False,False,True,False,False,True,False,False,True
39,140.84,43,4,0.326,1,False,True,True,False,False,False,False,False,True,False,False,False,True
37,10.68,441,0,0.875,1,False,False,False,False,False,False,False,False,True,False,False,False,False
1,139.48,204,0,0.174,0,False,False,True,False,True,False,False,False,False,False,False,False,True
0,115.88,153,0,0.71,1,True,False,False,True,True,False,False,False,False,False,False,False,True
34,88.02,54,2,0.204,1,True,False,False,True,False,False,True,False,True,False,False,True,False
10,64.58,247,0,0.32,0,False,True,True,False,False,True,False,True,False,False,True,False,False
23,65.7,332,1,0.816,0,False,False,False,True,False,True,False,True,False,False,True,False,False
20,109.16,310,0,0.757,0,False,False,True,False,False,False,True,True,False,False,False,True,False
10,16.36,150,0,0.322,0,False,False,False,False,False,True,False,True,False,False,False,False,False
47,147.79,375,1,0.618,0,False,False,True,False,False,False,True,False,True,False,False,False,True
14,124.88,484,0,0.898,0,False,False,False,False,False,False,False,True,False,False,False,False,True
71,37.68,329,1,0.622,1,True,False,True,False,False,False,True,False,False,True,False,False,False
39,21.28,141,0,0.385,1,False,True,False,False,True,False,False,False,True,False,False,False,False
63,146.33,37,0,0.416,0,False,False,True,False,True,False,False,False,False,True,False,False,True
28,64.05,213,1,0.71,1,False,False,True,False,True,False,False,False,True,False,True,False,False
25,24.37,330,0,0.267,1,False,False,True,False,False,False,True,False,True,False,False,False,False
4,105.99,161,4,0.577,1,False,True,True,False,True,False,False,False,False,False,False,True,False
59,100.21,210,2,0.506,0,False,True,True,False,False,True,False,False,False,True,False,True,False
28,59.86,85,0,0.417,0,False,False,False,False,False,False,False,False,True,False,True,False,False
47,20.54,123,2,0.414,0,False,True,True,False,False,False,True,False,True,False,False,False,False
64,106.84,357,0,0.717,0,False,False,True,False,True,False,False,False,False,True,False,True,False
37,105.96,521,0,0.833,0,True,False,False,False,False,False,False,False,True,False,False,True,False
12,86.91,237,0,0.478,1,True,False,True,False,False,False,False,True,False,False,False,True,False
13,95.57,269,3,0.351,1,True,False,False,True,False,False,True,True,False,False,False,True,False
44,133.74,142,3,0.181,1,False,False,True,False,False,False,False,False,True,False,False,False,True
68,91.34,241,0,0.406,0,False,False,True,False,False,True,False,False,False,True,False,True,False
16,55.9,143,0,0.209,0,False,False,False,True,False,False,True,True,False,False,True,False,False
17,116.4,183,3,0.46,0,False,False,False,False,False,False,False,True,False,False,False,False,True
36,57.98,471,0,0.468,0,False,False,True,False,False,False,True,False,True,False,True,False,False
38,51.09,158,3,0.232,0,False,False,False,False,False,True,False,False,True,False,True,False,False
18,22.44,378,1,0.337,0,False,True,False,False,False,False,True,True,False,False,False,False,False
44,27.08,553,0,0.637,0,False,False,True,False,True,False,False,False,True,False,False,False,False
19,146.64,503,0,0.408,0,True,False,False,False,False,False,True,True,False,False,False,False,True
20,129.91,229,3,0.546,0,False,False,True,False,False,False,False,True,False,False,False,False,True
3,77.31,114,0,0.081,0,False,True,True,False,False,False,False,False,False,False,True,False,False
56,33.06,124,0,0.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False
41,72.61,12,0,0.372,0,False,False,True,False,True,False,False,False,True,False,True,False,False
39,21.75,454,0,0.405,1,False,False,False,False,False,True,False,False,True,False,False,False,False
71,135.58,493,3,0.633,0,False,True,True,False,False,False,False,False,False,True,False,False,True
71,147.31,74,2,0.376,0,True,False,True,False,False,False,False,False,False,True,False,False,True
41,22.72,103,0,0.303,0,False,False,False,False,False,False,True,False,True,False,False,False,False
21,24.25,86,0,0.517,0,False,True,True,False,True,False,False,True,False,False,False,False,False
49,137.69,137,0,0.554,0,False,False,False,True,False,False,False,False,False,True,False,False,True
53,73.52,154,0,0.4,0,False,False,True,False,False,False,False,False,False,True,True,False,False
44,112.76,507,0,0.679,1,False,False,True,False,False,True,False,False,True,False,False,True,False
13,94.09,245,0,0.669,1,False,False,True,False,True,False,False,True,False,False,False,True,False
72,24.14,381,1,0.634,1,False,False,True,False,False,True,False,False,False,True,False,False,False
20,119.59,158,1,0.7,0,False,False,True,False,False,False,True,True,False,False,False,False,True
43,30.48,571,0,0.669,0,False,False,False,False,False,False,False,False,True,False,False,False,False
54,58.42,277,0,0.693,0,True,False,True,False,False,False,False,False,False,True,True,False,False
11,119.8,526,0,0.845,1,False,False,False,True,False,False,False,True,False,False,False,False,True
63,108.1,391,0,0.912,1,False,True,False,False,True,False,False,False,False,True,False,True,False
27,82.32,105,0,0.653,0,False,False,True,False,False,False,False,False,True,False,False,True,False
59,139.76,333,0,0.499,1,False,False,False,True,True,False,False,False,False,True,False,False,True
11,54.98,170,0,0.44,0,False,True,True,False,True,False,False,True,False,False,True,False,False
11,104.71,94,0,0.406,1,False,False,True,False,False,False,False,True,False,False,False,True,False
2,69.02,279,2,0.557,0,False,False,False,False,True,False,False,False,False,False,True,False,False
66,16.92,403,0,0.655,0,False,False,True,False,False,False,False,False,False,True,False,False,False
34,29.07,144,1,0.686,0,False,False,False,False,True,False,False,False,True,False,False,False,False
51,54.83,129,0,0.514,0,True,False,True,False,True,False,False,False,False,True,True,False,False
11,124.69,571,3,0.738,1,True,False,False,True,False,False,False,True,False,False,False,False,True
4,131.78,297,0,0.666,0,False,False,True,False,False,True,False,False,False,False,False,False,True
68,85.03,260,5,0.645,1,True,False,True,False,False,True,False,False,False,True,False,True,False
12,115.78,417,0,0.318,1,True,False,False,False,True,False,False,True,False,False,False,False,True
42,33.62,137,3,0.528,1,False,False,True,False,False,False,False,False,True,False,False,False,False
1,37.96,375,0,0.426,0,False,False,False,False,False,False,True,False,False,False,False,False,False
6,11.92,137,0,0.481,1,False,False,False,False,False,False,True,False,False,False,False,False,False
19,60.82,388,0,0.414,0,True,False,True,False,False,False,True,True,False,False,True,False,False
39,44.76,357,0,0.725,0,False,False,True,False,False,False,False,False,True,False,False,False,False
49,54.34,102,0,0.446,1,False,False,False,False,False,True,False,False,False,True,True,False,False
42,117.4,77,4,0.516,1,False,False,False,False,False,True,False,False,True,False,False,False,True
15,80.69,155,0,0.265,1,False,False,True,False,False,True,False,True,False,False,True,False,False
6,139.85,87,1,0.44,0,False,False,True,False,False,False,True,False,False,False,False,False,True
28,137.02,279,0,0.413,0,False,False,False,False,False,True,False,False,True,False,False,False,True
2,17.33,257,3,0.603,1,False,False,True,False,True,False,False,False,False,False,False,False,False
22,31.09,554,0,0.736,0,False,False,True,False,False,False,False,True,False,False,False,False,False
66,55.93,491,1,0.511,0,False,False,True,False,False,False,True,False,False,True,True,False,False
58,37.42,351,0,0.639,0,False,False,True,False,False,False,False,False,False,True,False,False,False
11,23.16,140,0,0.318,0,True,False,True,False,False,False,True,True,False,False,False,False,False
72,102.9,88,0,0.429,1,False,False,False,True,False,True,False,False,False,True,False,True,False
34,45.35,86,2,0.405,1,True,False,False,True,True,False,False,False,True,False,False,False,False
28,23.16,93,1,0.635,0,False,False,False,True,False,True,False,False,True,False,False,False,False
66,74.23,438,0,0.751,0,False,False,True,False,False,True,False,False,False,True,True,False,False
49,46.44,470,0,0.901,0,False,False,True,False,False,False,True,False,False,True,True,False,False
44,94.34,273,3,0.632,1,False,False,True,False,True,False,False,False,True,False,False,True,False
59,11.68,396,4,0.546,0,False,True,True,False,False,False,False,False,False,True,False,False,False
1,67.91,411,0,0.737,0,False,False,False,False,True,False,False,False,False,False,True,False,False
47,127.04,262,0,0.712,0,False,False,True,False,False,False,False,False,True,False,False,False,True
18,96.79,402,0,0.784,0,False,True,True,False,False,False,True,True,False,False,False,True,False
61,148.18,590,0,0.545,0,False,False,False,True,False,True,False,False,False,True,False,False,True
43,144.75,483,0,0.89,1,False,False,True,False,True,False,False,False,True,False,False,False,True
58,17.52,221,1,0.649,0,False,False,True,False,True,False,False,False,False,True,False,False,False
39,53.81,585,4,0.611,1,True,False,False,True,False,False,True,False,True,False,True,False,False
37,116.57,526,2,0.707,1,False,False,True,False,False,False,True,False,True,False,False,False,True
44,146.84,357,0,0.651,0,True,False,True,False,True,False,False,False,True,False,False,False,True
17,40.67,195,2,0.372,1,True,False,True,False,False,False,True,True,False,False,False,False,False
2,104.18,33,0,0.413,0,False,True,False,True,True,False,False,False,False,False,False,True,False
27,21.16,372,0,0.684,0,False,False,False,False,False,True,False,False,True,False,False,False,False
17,104.49,416,2,0.458,1,False,False,True,False,True,False,False,True,False,False,False,True,False
13,78.1,441,0,0.752,1,False,False,True,False,False,False,False,True,False,False,True,False,False
32,23.44,583,0,0.954,0,False,True,True,False,False,False,True,False,True,False,False,False,False
71,124.73,353,0,0.673,0,False,True,True,False,False,True,False,False,False,True,False,False,True
33,12.76,57,0,0.438,0,False,False,True,False,False,True,False,False,True,False,False,False,False
7,50.12,62,1,0.158,0,True,False,False,True,False,False,True,True,False,False,True,False,False
53,148.35049999999998,2,0,0.349,0,False,False,True,False,True,False,False,False,False,True,False,False,True
54,118.73,451,1,0.922,1,False,False,True,False,True,False,False,False,False,True,False,False,True
13,119.21,558,0,0.478,0,False,False,False,False,False,False,True,True,False,False,False,False,True
11,66.82,219,1,0.6,1,False,False,False,False,False,False,False,True,False,False,True,False,False
40,78.54,379,0,0.45,0,False,False,True,False,False,False,True,False,True,False,True,False,False
40,86.97,141,4,0.32,1,True,False,True,False,False,True,False,False,True,False,False,True,False
1,115.25,329,3,0.706,0,False,False,True,False,False,False,True,False,False,False,False,True,False
66,15.58,500,1,0.595,0,False,False,False,True,False,False,False,False,False,True,False,False,False
66,89.85,381,2,0.577,1,False,False,True,False,False,True,False,False,False,True,False,True,False
27,108.19,536,0,0.704,1,False,False,True,False,False,False,False,False,True,False,False,True,False
2,98.8,20,4,0.255,0,False,False,True,False,False,True,False,False,False,False,False,True,False
34,147.45,590,3,0.868,1,False,False,False,False,True,False,False,False,True,False,False,False,True
11,98.92,388,0,0.847,1,False,False,True,False,False,True,False,True,False,False,False,True,False
2,64.49,163,0,0.143,1,True,False,True,False,False,False,True,False,False,False,True,False,False
33,64.93,166,0,0.169,1,True,False,True,False,False,False,False,False,True,False,True,False,False
30,90.75,344,1,0.683,0,False,False,True,False,True,False,False,False,True,False,False,True,False
51,63.2,555,0,0.819,0,False,True,False,False,False,True,False,False,False,True,True,False,False
2,145.9,449,0,0.593,0,False,False,False,True,False,True,False,False,False,False,False,False,True
66,72.88,169,0,0.485,1,False,False,False,False,True,False,False,False,False,True,True,False,False
5,110.25,493,1,0.467,1,False,False,False,True,False,True,False,False,False,False,False,True,False
52,39.81,569,3,0.705,1,True,False,False,True,False,False,True,False,False,True,False,False,False
44,41.34,201,1,0.336,0,False,True,False,False,False,False,True,False,True,False,False,False,False
66,35.47,450,2,0.774,1,False,False,False,False,False,False,False,False,False,True,False,False,False
72,116.49,82,2,0.291,1,False,False,False,False,False,False,False,False,False,True,False,False,True
38,129.82,80,0,0.454,0,False,False,False,False,False,True,False,False,True,False,False,False,True
68,71.9,326,0,0.334,0,False,True,False,False,False,True,False,False,False,True,True,False,False
41,18.58,333,0,0.52,0,True,False,True,False,False,True,False,False,True,False,False,False,False
46,99.17,188,2,0.594,1,False,False,True,False,False,False,True,False,True,False,False,True,False
42,14.68,428,1,0.554,0,True,False,False,False,False,False,False,False,True,False,False,False,False
65,67.69,283,1,0.582,0,False,False,True,False,False,False,False,False,False,True,True,False,False
47,33.14,60,0,0.385,0,False,False,False,False,False,False,True,False,True,False,False,False,False
55,34.38,9,1,0.396,0,False,False,True,False,False,False,True,False,False,True,False,False,False
31,56.85,505,0,0.429,0,False,False,False,False,False,False,True,False,True,False,True,False,False
21,63.92,540,2,0.852,0,False,True,True,False,False,False,True,True,False,False,True,False,False
55,80.25,420,0,0.8,0,False,False,True,False,False,False,False,False,False,True,True,False,False
23,52.04,511,0,0.688,0,False,True,False,False,False,False,False,True,False,False,True,False,False
32,28.96,147,3,0.699,0,False,False,True,False,True,False,False,False,True,False,False,False,False
12,23.16,106,0,0.223,0,True,False,True,False,True,False,False,True,False,False,False,False,False
12,12.88,309,1,0.559,0,False,False,True,False,False,True,False,True,False,False,False,False,False
30,36.4,181,0,0.546,0,True,False,True,False,False,False,True,False,True,False,False,False,False
15,80.71,592,2,0.998,1,False,False,False,True,False,False,False,True,False,False,True,False,False
7,114.84,518,0,0.568,1,False,False,False,False,False,True,False,True,False,False,False,True,False
41,51.48,454,0,0.612,0,False,True,True,False,True,False,False,False,True,False,True,False,False
23,114.13,481,0,0.683,0,False,False,True,False,False,False,True,True,False,False,False,True,False
72,112.36,474,0,0.883,0,False,False,True,False,False,False,False,False,False,True,False,True,False
53,44.3,31,0,0.227,1,False,False,True,False,False,False,True,False,False,True,False,False,False
28,115.06,397,0,0.774,1,False,False,False,False,False,False,True,False,True,False,False,True,False
30,29.55,585,2,0.615,1,False,True,False,False,False,False,True,False,True,False,False,False,False
26,16.62,44,1,0.462,0,True,False,False,False,False,True,False,False,True,False,False,False,False
67,88.8,96,0,0.337,1,False,False,True,False,False,False,True,False,False,True,False,True,False
0,110.65,170,1,0.153,0,False,False,True,False,False,True,False,False,False,False,False,True,False
48,38.12,479,0,0.827,1,False,False,True,False,True,False,False,False,True,False,False,False,False
28,52.01,425,0,0.496,0,True,False,True,False,True,False,False,False,True,False,True,False,False
38,98.51,543,2,0.665,1,False,True,True,False,False,True,False,False,True,False,False,True,False
57,12.53,258,1,0.619,0,True,False,True,False,True,False,False,False,False,True,False,False,False
65,129.69,396,0,0.639,0,False,True,False,True,True,False,False,False,False,True,False,False,True
25,90.0,316,0,0.316,0,True,False,True,False,False,False,False,False,True,False,False,True,False
58,148.35049999999998,223,0,0.396,0,False,False,True,False,False,False,True,False,False,True,False,False,True
1,24.16,426,3,0.55,1,True,False,True,False,True,False,False,False,False,False,False,False,False
1,90.44,449,1,0.604,0,False,False,True,False,False,False,False,False,False,False,False,True,False
64,101.76,153,0,0.211,0,False,False,True,False,False,False,True,False,False,True,False,True,False
23,133.42,125,2,0.533,1,True,False,False,True,False,False,True,True,False,False,False,False,True
50,93.74,164,0,0.493,0,True,False,True,False,False,False,False,False,False,True,False,True,False
7,20.1,402,0,0.792,0,False,False,True,False,True,False,False,True,False,False,False,False,False
24,14.47,139,0,0.393,0,False,True,False,True,True,False,False,True,False,False,False,False,False
8,94.16,148,5,0.31,1,False,False,True,False,False,True,False,True,False,False,False,True,False
67,10.5,389,2,0.639,1,False,False,True,False,False,False,False,False,False,True,False,False,False
31,143.22,191,0,0.694,0,False,False,True,False,True,False,False,False,True,False,False,False,True
49,31.89,320,0,0.331,1,False,False,False,False,False,True,False,False,False,True,False,False,False
17,47.84,191,0,0.281,0,False,False,False,True,False,True,False,True,False,False,True,False,False
38,77.1,242,0,0.35,0,True,False,False,True,False,True,False,False,True,False,True,False,False
55,102.89,173,0,0.382,0,False,False,False,True,True,False,False,False,False,True,False,True,False
67,108.48,386,0,0.732,1,True,False,True,False,False,False,True,False,False,True,False,True,False
27,49.28,497,0,0.639,1,False,False,False,True,False,True,False,False,True,False,True,False,False
45,123.39,97,2,0.503,0,False,True,False,False,True,False,False,False,True,False,False,False,True
40,14.13,484,0,0.74,0,True,False,True,False,False,True,False,False,True,False,False,False,False
27,121.13,318,0,0.474,0,False,False,True,False,False,True,False,False,True,False,False,False,True
22,12.53,214,0,0.426,0,False,True,False,False,False,False,True,True,False,False,False,False,False
15,68.72,434,0,0.684,1,False,False,True,False,False,True,False,True,False,False,True,False,False
15,129.37,454,1,0.879,0,True,False,True,False,True,False,False,True,False,False,False,False,True
29,49.83,579,1,0.801,1,False,False,False,True,False,True,False,False,True,False,True,False,False
61,101.15,410,4,0.477,1,False,False,True,False,False,False,False,False,False,True,False,True,False
68,111.18,444,1,0.513,0,False,False,True,False,False,False,False,False,False,True,False,True,False
34,148.35049999999998,10,1,0.34,1,True,False,True,False,False,True,False,False,True,False,False,False,True
34,102.17,309,0,0.615,1,False,False,True,False,False,False,False,False,True,False,False,True,False
24,105.76,113,0,0.196,0,False,False,True,False,False,False,True,True,False,False,False,True,False
27,26.32,110,0,0.323,0,False,False,False,True,False,False,True,False,True,False,False,False,False
15,119.8,255,5,0.373,1,False,False,True,False,False,False,False,True,False,False,False,False,True
5,119.25,67,3,0.018,1,False,False,True,False,False,False,False,False,False,False,False,False,True
46,57.29,225,4,0.404,1,False,True,False,False,False,True,False,False,True,False,True,False,False
40,134.7,105,0,0.219,0,True,False,True,False,False,False,True,False,True,False,False,False,True
28,121.89,68,0,0.608,1,False,False,True,False,False,True,False,False,True,False,False,False,True
9,85.44,472,0,0.736,0,False,False,False,True,False,True,False,True,False,False,False,True,False
1,105.45,68,2,0.324,0,False,False,False,True,False,True,False,False,False,False,False,True,False
26,76.56,503,1,0.568,1,False,False,True,False,False,False,True,False,True,False,True,False,False
59,124.7,456,3,0.5,0,False,False,True,False,True,False,False,False,False,True,False,False,True
38,18.32,99,0,0.211,0,True,False,True,False,True,False,False,False,True,False,False,False,False
21,118.9,136,0,0.628,1,True,False,True,False,False,True,False,True,False,False,False,False,True
49,13.25,187,0,0.465,1,False,False,False,False,False,False,True,False,False,True,False,False,False
40,87.54,14,3,0.327,1,False,False,True,False,True,False,False,False,True,False,False,True,False
68,145.34,438,3,0.941,1,False,False,True,False,True,False,False,False,False,True,False,False,True
46,115.23,353,0,0.729,0,False,False,False,False,False,False,False,False,True,False,False,True,False
24,57.75,25,0,0.007,0,True,False,True,False,False,False,True,True,False,False,True,False,False
51,60.59,533,0,0.846,0,False,False,True,False,True,False,False,False,False,True,True,False,False
18,131.22,313,0,0.467,1,False,True,False,True,False,False,True,True,False,False,False,False,True
37,112.2,300,0,0.696,0,False,False,True,False,False,True,False,False,True,False,False,True,False
27,45.97,473,2,0.519,1,False,False,False,False,True,False,False,False,True,False,True,False,False
57,110.46,216,0,0.364,0,True,False,True,False,False,False,True,False,False,True,False,True,False
16,137.01,304,0,0.554,0,False,False,False,False,True,False,False,True,False,False,False,False,True
50,46.54,594,0,0.923,0,False,True,True,False,True,False,False,False,False,True,True,False,False
9,81.09,568,1,0.612,0,True,False,False,False,False,False,True,True,False,False,True,False,False
60,138.68,110,4,0.27,1,False,True,False,False,False,True,False,False,False,True,False,False,True
49,114.94,445,2,0.746,1,False,False,False,True,False,False,True,False,False,True,False,True,False
17,36.42,138,1,0.612,0,False,True,True,False,False,False,False,True,False,False,False,False,False
43,19.3,403,1,0.582,0,False,False,False,False,False,False,False,False,True,False,False,False,False
2,80.17,470,0,0.816,0,False,False,True,False,False,False,True,False,False,False,True,False,False
29,26.48,300,3,0.647,1,True,False,True,False,True,False,False,False,True,False,False,False,False
4,126.22,309,0,0.388,1,False,True,False,True,False,False,True,False,False,False,False,False,True
23,42.67,88,0,0.508,1,True,False,True,False,False,True,False,True,False,False,False,False,False
30,87.61,588,0,0.768,1,False,True,False,False,False,False,False,False,True,False,False,True,False
10,56.65,503,0,0.797,1,False,True,False,True,True,False,False,True,False,False,True,False,False
23,41.51,60,0,0.313,1,False,False,True,False,True,False,False,True,False,False,False,False,False
60,131.93,502,2,0.911,0,True,False,True,False,False,False,False,False,False,True,False,False,True
48,95.76,311,0,0.46,0,True,False,False,False,False,True,False,False,True,False,False,True,False
41,124.88,398,0,0.782,0,True,False,True,False,False,False,True,False,True,False,False,False,True
53,99.42,514,0,0.811,0,False,False,False,True,False,True,False,False,False,True,False,True,False
40,86.08,284,3,0.47,1,False,False,False,True,False,False,True,False,True,False,False,True,False
45,105.9,67,0,0.204,0,False,False,True,False,False,False,False,False,True,False,False,True,False
57,148.35049999999998,584,4,0.876,1,True,False,False,False,False,True,False,False,False,True,False,False,True
35,118.88,346,1,0.542,0,True,False,True,False,False,True,False,False,True,False,False,False,True
38,145.09,239,0,0.735,0,False,False,False,False,True,False,False,False,True,False,False,False,True
21,12.57,270,0,0.178,1,False,False,True,False,True,False,False,True,False,False,False,False,False
61,54.84,484,0,0.407,0,False,False,True,False,False,False,True,False,False,True,True,False,False
12,91.95,101,1,0.082,0,True,False,True,False,False,True,False,True,False,False,False,True,False
12,91.95,335,0,0.416,0,True,False,True,False,False,False,False,True,False,False,False,True,False
29,35.35,160,0,0.549,0,False,False,True,False,False,True,False,False,True,False,False,False,False
56,145.39,571,0,1.009,1,False,False,False,True,True,False,False,False,False,True,False,False,True
68,16.01,135,0,0.359,0,False,False,False,True,True,False,False,False,False,True,False,False,False
27,142.34,136,0,0.213,0,True,False,True,False,False,False,False,False,True,False,False,False,True
63,45.87,314,3,0.554,0,True,False,True,False,True,False,False,False,False,True,True,False,False
20,29.98,26,3,0.423,1,False,False,True,False,False,False,False,True,False,False,False,False,False
54,111.28,295,5,0.652,1,False,False,True,False,False,False,True,False,False,True,False,True,False
51,76.7,532,0,0.738,0,False,False,True,False,True,False,False,False,False,True,True,False,False
16,148.35049999999998,552,1,0.735,0,True,False,False,False,False,False,False,True,False,False,False,False,True
37,23.67,505,1,0.736,0,False,False,False,True,False,False,False,False,True,False,False,False,False
17,135.49,125,0,0.472,0,False,False,True,False,False,False,True,True,False,False,False,False,True
32,100.76,371,0,0.332,1,False,False,True,False,True,False,False,False,True,False,False,True,False
24,25.34,238,0,0.398,1,False,False,True,False,False,False,False,True,False,False,False,False,False
12,130.7,296,0,0.629,0,True,False,True,False,False,False,False,True,False,False,False,False,True
43,101.86,585,0,0.759,0,False,True,True,False,False,False,True,False,True,False,False,True,False
15,147.0,238,1,0.344,0,False,True,True,False,False,False,True,True,False,False,False,False,True
23,44.32,257,1,0.345,1,False,False,True,False,True,False,False,True,False,False,False,False,False
65,72.87,367,2,0.51,0,False,False,True,False,False,True,False,False,False,True,True,False,False
45,99.24,60,3,0.242,0,False,True,False,True,False,False,False,False,True,False,False,True,False
9,27.58,107,2,0.329,1,False,False,True,False,False,False,False,True,False,False,False,False,False
27,46.36,4,0,0.526,0,False,False,False,True,False,True,False,False,True,False,True,False,False
71,21.4,287,0,0.58,0,False,False,False,True,False,True,False,False,False,True,False,False,False
9,131.41,129,0,0.623,0,False,False,True,False,False,True,False,True,False,False,False,False,True
35,42.04,407,0,0.862,1,False,True,False,False,True,False,False,False,True,False,False,False,False
59,94.1,127,0,0.068,0,True,False,True,False,False,False,True,False,False,True,False,True,False
49,103.1,291,0,0.597,0,True,False,False,False,False,False,False,False,False,True,False,True,False
66,134.92,153,0,0.484,1,False,False,False,False,False,False,False,False,False,True,False,False,True
20,89.16,293,0,0.544,0,False,False,True,False,True,False,False,True,False,False,False,True,False
48,76.37,169,3,0.355,1,False,False,False,True,False,False,True,False,True,False,True,False,False
12,112.53,430,0,0.518,0,False,False,False,False,False,False,True,True,False,False,False,True,False
71,105.97,467,0,0.424,0,False,False,False,False,False,False,False,False,False,True,False,True,False
71,125.0,466,2,0.877,0,False,False,False,True,False,True,False,False,False,True,False,False,True
35,99.07,574,5,1.045,0,False,True,False,False,False,False,True,False,True,False,False,True,False
58,134.97,555,1,0.894,0,False,False,True,False,True,False,False,False,False,True,False,False,True
